date,value
2022-05-26,23899
2022-05-27,23912
2022-05-28,23914
2022-05-29,23916
2022-05-30,23925
2022-05-31,23937
2022-06-01,23976
2022-06-02,23981
2022-06-03,23985
2022-06-04,23989
2022-06-05,23995
2022-06-06,24004
2022-06-07,24018
2022-06-08,24026
2022-06-09,24042
2022-06-10,24048
2022-06-11,24051
2022-06-12,24054
2022-06-13,24064
2022-06-14,24072
2022-06-15,24085
2022-06-16,24092
2022-06-17,24100
2022-06-18,24108
2022-06-19,24109
2022-06-20,24113
2022-06-21,24124
2022-06-22,24130
2022-06-23,24137
2022-06-24,24147
2022-06-25,24152
2022-06-26,24153
2022-06-27,24159
2022-06-28,24189
2022-06-29,24205
2022-06-30,24215
2022-07-01,24250
2022-07-02,24256
2022-07-04,24260
2022-07-05,24266
2022-07-06,24281
2022-07-07,24285
2022-07-08,24293
2022-07-09,24295
2022-07-10,24300
2022-07-11,24308
2022-07-12,24309
2022-07-13,24312
2022-07-14,24324
2022-07-15,24328
2022-07-16,24329
2022-07-17,24336
2022-07-18,24355
2022-07-19,24362
2022-07-20,24368
2022-07-21,24371
2022-07-22,24379
2022-07-23,24381
2022-07-24,24385
2022-07-25,24390
2022-07-26,24396
2022-07-27,24400
2022-07-28,24406
2022-07-29,24411
2022-07-30,24415
2022-07-31,24419
2022-08-01,24446
2022-08-02,24454
2022-08-03,24458
2022-08-04,24466
2022-08-05,24467
2022-08-06,24468
2022-08-07,24470
2022-08-08,24477
2022-08-09,24479
2022-08-10,24484
2022-08-11,24488
2022-08-12,24492
2022-08-14,24501
2022-08-15,24504
2022-08-16,24510
2022-08-17,24517
2022-08-18,24523
2022-08-19,24531
2022-08-20,24535
2022-08-21,24546
2022-08-22,24548
2022-08-23,24562
2022-08-24,24575
2022-08-25,24578
2022-08-26,24588
2022-08-27,24589
2022-08-28,24590
2022-08-29,24598
2022-08-30,24604
2022-08-31,24611
2022-09-01,24624
2022-09-02,24633
2022-09-03,24635
2022-09-04,24636
2022-09-05,24640
2022-09-06,24645
2022-09-07,24655
2022-09-08,24660
2022-09-09,24664
2022-09-10,24668
2022-09-11,24670
2022-09-12,24672
2022-09-13,24683
2022-09-14,24694
2022-09-15,24702
2022-09-16,24707
2022-09-18,24724
2022-09-19,24729
2022-09-20,24737
2022-09-21,24742
2022-09-22,24749
2022-09-23,24753
2022-09-24,24757
2022-09-25,24759
2022-09-26,24770
2022-09-27,24775
2022-09-28,24783
2022-09-29,24792
2022-09-30,24802
2022-10-01,24830
2022-10-02,24833
2022-10-03,24841
2022-10-04,24847
2022-10-05,24857
2022-10-06,24872
2022-10-07,24887
2022-10-08,24893
2022-10-09,24902
2022-10-10,24916
2022-10-11,24943
2022-10-12,24962
2022-10-13,24976
2022-10-14,24985
2022-10-15,24988
2022-10-16,24996
2022-10-17,25009
2022-10-18,25018
2022-10-19,25035
2022-10-20,25046
2022-10-21,25070
2022-10-22,25081
2022-10-23,25084
2022-10-24,25097
2022-10-25,25113
2022-10-26,25130
2022-10-27,25157
2022-10-28,25167
2022-10-29,25175
2022-10-30,25179
2022-10-31,25201
2022-11-01,25224
2022-11-02,25235
2022-11-03,25244
2022-11-04,25250
2022-11-05,25254
2022-11-06,25260
2022-11-07,25276
2022-11-08,25289
2022-11-09,25300
2022-11-10,25315
2022-11-11,25323
2022-11-12,25329
2022-11-13,25331
2022-11-14,25337
2022-11-15,25350
2022-11-16,25357
2022-11-17,25374
2022-11-18,25385
2022-11-19,25388
2022-11-20,25397
2022-11-21,25414
2022-11-22,25430
2022-11-23,25439
2022-11-24,25449
2022-11-25,25458
2022-11-26,25459
2022-11-27,25464
2022-11-28,25474
2022-11-29,25486
2022-11-30,25491
2022-12-01,25528
2022-12-02,25541
2022-12-03,25544
2022-12-04,25554
2022-12-05,25562
2022-12-06,25572
2022-12-07,25580
2022-12-08,25585
2022-12-09,25600
2022-12-10,25602
2022-12-11,25614
2022-12-12,25627
2022-12-13,25633
2022-12-14,25641
2022-12-15,25659
2022-12-16,25685
2022-12-17,25700
2022-12-18,25704
2022-12-19,25732
2022-12-20,25770
2022-12-21,25780
2022-12-22,25788
2022-12-23,25794
2022-12-24,25797
2022-12-25,25800
2022-12-26,25805
2022-12-27,25811
2022-12-28,25816
2022-12-29,25822
2022-12-30,25828
2022-12-31,25834
2023-01-01,25997
2023-01-02,26000
2023-01-03,26007
2023-01-04,26014
2023-01-05,26025
2023-01-06,26030
2023-01-07,26031
2023-01-08,26032
2023-01-09,26065
2023-01-10,26071
2023-01-11,26076
2023-01-12,26080
2023-01-13,26081
2023-01-15,26082
2023-01-16,26086
2023-01-17,26091
2023-01-18,26096
2023-01-19,26101
2023-01-20,26103
2023-01-21,26107
2023-01-22,26110
2023-01-23,26119
2023-01-24,26123
2023-01-25,26130
2023-01-26,26136
2023-01-27,26146
2023-01-28,26152
2023-01-29,26161
2023-01-30,26171
2023-01-31,26183
2023-02-01,26203
2023-02-02,26207
2023-02-03,26215
2023-02-04,26217
2023-02-05,26219
2023-02-06,26227
2023-02-07,26235
2023-02-08,26250
2023-02-09,26265
2023-02-10,26276
2023-02-11,26279
2023-02-12,26284
2023-02-13,26293
2023-02-14,26301
2023-02-15,26310
2023-02-16,26326
2023-02-17,26332
2023-02-18,26339
2023-02-19,26343
2023-02-20,26350
2023-02-21,26358
2023-02-22,26364
2023-02-23,26376
2023-02-24,26385
2023-02-25,26386
2023-02-26,26389
2023-02-27,26405
2023-02-28,26417
2023-03-01,26432
2023-03-02,26446
2023-03-03,26450
2023-03-04,26454
2023-03-06,26466
2023-03-07,26471
2023-03-08,26479
2023-03-09,26482
2023-03-10,26490
2023-03-12,26494
2023-03-13,26508
2023-03-14,26517
2023-03-15,26522
2023-03-16,26528
2023-03-17,26532
2023-03-18,26538
2023-03-19,26543
2023-03-20,26553
2023-03-21,26559
2023-03-22,26568
2023-03-23,26578
2023-03-24,26589
2023-03-25,26593
2023-03-26,26595
2023-03-27,26606
2023-03-28,26618
2023-03-29,26625
2023-03-30,26643
2023-03-31,26654
2023-04-01,26666
2023-04-02,26669
2023-04-03,26680
2023-04-04,26687
2023-04-05,26693
2023-04-06,26703
2023-04-07,26718
2023-04-08,26721
2023-04-10,26729
2023-04-11,26735
2023-04-12,26741
2023-04-13,26746
2023-04-14,26753
2023-04-15,26754
2023-04-16,26762
2023-04-17,26774
2023-04-18,26782
2023-04-19,26795
2023-04-20,26799
2023-04-21,26806
2023-04-22,26812
2023-04-23,26816
2023-04-24,26824
2023-04-25,26837
2023-04-26,26847
2023-04-27,26856
2023-04-28,26863
2023-04-29,26865
2023-04-30,26876
2023-05-01,26893
2023-05-02,26901
2023-05-03,26913
2023-05-04,26923
2023-05-05,26934
2023-05-06,26944
2023-05-07,26948
2023-05-08,26964
2023-05-09,26974
2023-05-10,26984
2023-05-11,26992
2023-05-12,27001
2023-05-13,27005
2023-05-14,27010
2023-05-15,27022
2023-05-16,27034
2023-05-17,27050
2023-05-18,27073
2023-05-19,27094
2023-05-20,27107
2023-05-21,27122
2023-05-22,27159
2023-05-23,27224
2023-05-24,27286
2023-05-25,27308
2023-05-26,27331
2023-05-27,27339
2023-05-28,27351
2023-05-29,27370
2023-05-30,27395
2023-05-31,27415
2023-06-01,27438
2023-06-02,27442
2023-06-04,27545
2023-06-05,27548
